wb,cement_consumption,water_consumption,dry_d1,fibra_metalica,macrofibra_pp,microfibra_pp,idade_dias,idade_horas,cement,curing,local_ensaio,estado,regiao,idade_label,epsilon_t,amostra_id,epsilon_previsto,residuo,erro_absoluto,sinal_previsto
0.52,356,185.12,15.0,0.0,0.0,0.6,56.0,1344,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,PB,Nordeste,56 dias,-290.0,108,-308.99285714285713,18.992857142857133,18.992857142857133,retracao
0.55,337,185.35000000000002,0.0,0.0,5.5,0.6,0.5,12,CP V ARI RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,12 h,0.0,109,0.0,0.0,0.0,estabilidade
0.55,337,185.35000000000002,0.0,0.0,5.5,0.6,1.0,24,CP V ARI RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,1 dia,-70.0,109,-77.19166666666665,7.191666666666649,7.191666666666649,retracao
0.55,337,185.35000000000002,0.0,0.0,5.5,0.6,3.0,72,CP V ARI RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,3 dias,-110.0,109,-117.53666666666665,7.5366666666666475,7.5366666666666475,retracao
0.55,337,185.35000000000002,0.0,0.0,5.5,0.6,7.0,168,CP V ARI RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,7 dias,-180.0,109,-176.84333333333328,-3.156666666666723,3.156666666666723,retracao
0.55,337,185.35000000000002,0.0,0.0,5.5,0.6,14.0,336,CP V ARI RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,14 dias,-260.0,109,-231.7866666666666,-28.213333333333395,28.213333333333395,retracao
0.55,337,185.35000000000002,0.0,0.0,5.5,0.6,28.0,672,CP V ARI RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,28 dias,-340.0,109,-274.8721428571429,-65.12785714285712,65.12785714285712,retracao
0.55,337,185.35000000000002,0.0,0.0,5.5,0.6,56.0,1344,CP V ARI RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,56 dias,-430.0,109,-408.1367460317462,-21.863253968253787,21.863253968253787,retracao
0.61,330,201.29999999999998,8.0,0.0,0.0,0.3,0.5,12,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,12 h,0.0,110,0.22,-0.22,0.22,expansao
0.61,330,201.29999999999998,8.0,0.0,0.0,0.3,1.0,24,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,1 dia,10.0,110,23.35166666666666,-13.35166666666666,13.35166666666666,expansao
0.61,330,201.29999999999998,8.0,0.0,0.0,0.3,3.0,72,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,3 dias,30.0,110,32.605000000000004,-2.605000000000004,2.605000000000004,expansao
0.61,330,201.29999999999998,8.0,0.0,0.0,0.3,7.0,168,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,7 dias,60.0,110,43.02333333333333,16.976666666666667,16.976666666666667,expansao
0.61,330,201.29999999999998,8.0,0.0,0.0,0.3,14.0,336,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,14 dias,-50.0,110,-140.97000000000003,90.97000000000003,90.97000000000003,retracao
0.61,330,201.29999999999998,8.0,0.0,0.0,0.3,28.0,672,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,28 dias,-170.0,110,-236.76333333333335,66.76333333333335,66.76333333333335,retracao
0.61,330,201.29999999999998,8.0,0.0,0.0,0.3,56.0,1344,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,56 dias,-390.0,110,-378.505,-11.495000000000005,11.495000000000005,retracao
0.55,336,184.8,12.5,0.0,0.0,0.6,0.5,12,CP II E 40 RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,12 h,0.0,111,0.195,-0.195,0.195,expansao
0.55,336,184.8,12.5,0.0,0.0,0.6,1.0,24,CP II E 40 RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,1 dia,50.0,111,39.60642857142858,10.39357142857142,10.39357142857142,expansao
0.55,336,184.8,12.5,0.0,0.0,0.6,3.0,72,CP II E 40 RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,3 dias,90.0,111,87.03928571428574,2.9607142857142605,2.9607142857142605,expansao
0.55,336,184.8,12.5,0.0,0.0,0.6,7.0,168,CP II E 40 RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,7 dias,120.0,111,126.2283333333333,-6.228333333333296,6.228333333333296,expansao
0.55,336,184.8,12.5,0.0,0.0,0.6,14.0,336,CP II E 40 RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,14 dias,-20.0,111,-64.00545454545457,44.00545454545457,44.00545454545457,retracao
0.55,336,184.8,12.5,0.0,0.0,0.6,28.0,672,CP II E 40 RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,28 dias,-120.0,111,-168.76333333333332,48.76333333333332,48.76333333333332,retracao
0.55,336,184.8,12.5,0.0,0.0,0.6,56.0,1344,CP II E 40 RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,56 dias,-290.0,111,-263.05499999999984,-26.945000000000164,26.945000000000164,retracao
0.56,340,190.4,0.0,0.0,0.0,0.6,0.5,12,CP II E,7 dias úmida / 56 dias ar 50% umidade,Não informado,PA,Norte,12 h,0.0,112,0.0,0.0,0.0,estabilidade
0.56,340,190.4,0.0,0.0,0.0,0.6,1.0,24,CP II E,7 dias úmida / 56 dias ar 50% umidade,Não informado,PA,Norte,1 dia,-50.0,112,-44.73166666666667,-5.268333333333331,5.268333333333331,retracao
0.56,340,190.4,0.0,0.0,0.0,0.6,3.0,72,CP II E,7 dias úmida / 56 dias ar 50% umidade,Não informado,PA,Norte,3 dias,-100.0,112,-76.82333333333332,-23.176666666666677,23.176666666666677,retracao
0.56,340,190.4,0.0,0.0,0.0,0.6,7.0,168,CP II E,7 dias úmida / 56 dias ar 50% umidade,Não informado,PA,Norte,7 dias,-140.0,112,-137.5016666666668,-2.4983333333331927,2.4983333333331927,retracao
0.56,340,190.4,0.0,0.0,0.0,0.6,14.0,336,CP II E,7 dias úmida / 56 dias ar 50% umidade,Não informado,PA,Norte,14 dias,-200.0,112,-194.58571428571423,-5.414285714285768,5.414285714285768,retracao
0.56,340,190.4,0.0,0.0,0.0,0.6,28.0,672,CP II E,7 dias úmida / 56 dias ar 50% umidade,Não informado,PA,Norte,28 dias,-280.0,112,-286.81527777777785,6.815277777777851,6.815277777777851,retracao
0.56,340,190.4,0.0,0.0,0.0,0.6,56.0,1344,CP II E,7 dias úmida / 56 dias ar 50% umidade,Não informado,PA,Norte,56 dias,-430.0,112,-430.26333333333326,0.26333333333326436,0.26333333333326436,retracao
0.55,336,184.8,15.0,0.0,5.5,0.6,0.5,12,CP V ARI RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,12 h,0.0,113,0.0,0.0,0.0,estabilidade
0.55,336,184.8,15.0,0.0,5.5,0.6,1.0,24,CP V ARI RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,1 dia,60.0,113,51.55023809523809,8.449761904761907,8.449761904761907,expansao
0.55,336,184.8,15.0,0.0,5.5,0.6,3.0,72,CP V ARI RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,3 dias,110.0,113,98.20746031746029,11.792539682539712,11.792539682539712,expansao
0.55,336,184.8,15.0,0.0,5.5,0.6,7.0,168,CP V ARI RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,7 dias,160.0,113,148.77119047619044,11.22880952380956,11.22880952380956,expansao
0.55,336,184.8,15.0,0.0,5.5,0.6,14.0,336,CP V ARI RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,14 dias,0.0,113,-40.24833333333333,40.24833333333333,40.24833333333333,retracao
0.55,336,184.8,15.0,0.0,5.5,0.6,28.0,672,CP V ARI RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,28 dias,-180.0,113,-128.9939285714286,-51.0060714285714,51.0060714285714,retracao
0.55,336,184.8,15.0,0.0,5.5,0.6,56.0,1344,CP V ARI RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,56 dias,-290.0,113,-269.53940476190473,-20.460595238095266,20.460595238095266,retracao
0.51,350,178.5,0.0,0.0,5.5,0.6,0.5,12,CP II F 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,12 h,0.0,114,0.0,0.0,0.0,estabilidade
0.51,350,178.5,0.0,0.0,5.5,0.6,1.0,24,CP II F 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,1 dia,-40.0,114,-50.15999999999998,10.159999999999982,10.159999999999982,retracao
0.51,350,178.5,0.0,0.0,5.5,0.6,3.0,72,CP II F 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,3 dias,-80.0,114,-105.51,25.510000000000005,25.510000000000005,retracao
0.51,350,178.5,0.0,0.0,5.5,0.6,7.0,168,CP II F 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,7 dias,-150.0,114,-155.31666666666658,5.316666666666578,5.316666666666578,retracao
0.51,350,178.5,0.0,0.0,5.5,0.6,14.0,336,CP II F 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,14 dias,-230.0,114,-202.7563095238095,-27.243690476190494,27.243690476190494,retracao
0.51,350,178.5,0.0,0.0,5.5,0.6,28.0,672,CP II F 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,28 dias,-310.0,114,-309.5400000000001,-0.4599999999999227,0.4599999999999227,retracao
0.51,350,178.5,0.0,0.0,5.5,0.6,56.0,1344,CP II F 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,56 dias,-430.0,114,-429.3166666666667,-0.6833333333332803,0.6833333333332803,retracao
0.54,343,185.22,15.0,0.0,5.5,0.6,0.5,12,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP ,Sudeste,12 h,0.0,115,0.0,0.0,0.0,estabilidade
0.54,343,185.22,15.0,0.0,5.5,0.6,1.0,24,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP ,Sudeste,1 dia,60.0,115,52.971190476190486,7.028809523809514,7.028809523809514,expansao
0.54,343,185.22,15.0,0.0,5.5,0.6,3.0,72,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP ,Sudeste,3 dias,120.0,115,104.70039682539682,15.299603174603178,15.299603174603178,expansao
0.54,343,185.22,15.0,0.0,5.5,0.6,7.0,168,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP ,Sudeste,7 dias,150.0,115,154.9101984126984,-4.910198412698406,4.910198412698406,expansao
0.54,343,185.22,15.0,0.0,5.5,0.6,14.0,336,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP ,Sudeste,14 dias,-10.0,115,14.335396825396824,-24.335396825396824,24.335396825396824,expansao
0.54,343,185.22,15.0,0.0,5.5,0.6,28.0,672,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP ,Sudeste,28 dias,-130.0,115,-132.09563492063495,2.09563492063495,2.09563492063495,retracao
0.54,343,185.22,15.0,0.0,5.5,0.6,56.0,1344,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP ,Sudeste,56 dias,-290.0,115,-289.90702380952376,-0.09297619047623584,0.09297619047623584,retracao
0.55,336,184.8,0.0,0.0,5.5,0.6,0.5,12,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,12 h,0.0,116,0.0,0.0,0.0,estabilidade
0.55,336,184.8,0.0,0.0,5.5,0.6,1.0,24,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,1 dia,-40.0,116,-50.97690476190476,10.976904761904763,10.976904761904763,retracao
0.55,336,184.8,0.0,0.0,5.5,0.6,3.0,72,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,3 dias,-90.0,116,-92.5888095238095,2.588809523809502,2.588809523809502,retracao
0.55,336,184.8,0.0,0.0,5.5,0.6,7.0,168,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,7 dias,-130.0,116,-145.72166666666666,15.721666666666664,15.721666666666664,retracao
0.55,336,184.8,0.0,0.0,5.5,0.6,14.0,336,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,14 dias,-190.0,116,-202.295,12.294999999999987,12.294999999999987,retracao
0.55,336,184.8,0.0,0.0,5.5,0.6,28.0,672,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,28 dias,-300.0,116,-279.3390476190475,-20.660952380952494,20.660952380952494,retracao
0.55,336,184.8,0.0,0.0,5.5,0.6,56.0,1344,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,56 dias,-430.0,116,-413.5383333333333,-16.4616666666667,16.4616666666667,retracao
0.55,347,190.85000000000002,12.5,0.0,5.5,0.6,0.5,12,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,12 h,0.0,117,-0.05333333333333334,0.05333333333333334,0.05333333333333334,retracao
0.55,347,190.85000000000002,12.5,0.0,5.5,0.6,1.0,24,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,1 dia,20.0,117,29.767380952380947,-9.767380952380947,9.767380952380947,expansao
0.55,347,190.85000000000002,12.5,0.0,5.5,0.6,3.0,72,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,3 dias,60.0,117,83.17166666666668,-23.17166666666668,23.17166666666668,expansao
0.55,347,190.85000000000002,12.5,0.0,5.5,0.6,7.0,168,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,7 dias,110.0,117,118.35297619047613,-8.352976190476127,8.352976190476127,expansao
0.55,347,190.85000000000002,12.5,0.0,5.5,0.6,14.0,336,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,14 dias,-20.0,117,-65.79285714285713,45.79285714285713,45.79285714285713,retracao
0.55,347,190.85000000000002,12.5,0.0,5.5,0.6,28.0,672,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,28 dias,-130.0,117,-180.65047619047616,50.650476190476155,50.650476190476155,retracao
0.55,347,190.85000000000002,12.5,0.0,5.5,0.6,56.0,1344,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,56 dias,-290.0,117,-293.0628571428572,3.062857142857183,3.062857142857183,retracao
0.54,343,185.22,0.0,0.0,5.5,0.6,0.5,12,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP ,Sudeste,12 h,0.0,118,0.0,0.0,0.0,estabilidade
0.54,343,185.22,0.0,0.0,5.5,0.6,1.0,24,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP ,Sudeste,1 dia,-40.0,118,-43.12944444444446,3.1294444444444594,3.1294444444444594,retracao
0.54,343,185.22,0.0,0.0,5.5,0.6,3.0,72,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP ,Sudeste,3 dias,-80.0,118,-93.96420634920636,13.964206349206364,13.964206349206364,retracao
0.54,343,185.22,0.0,0.0,5.5,0.6,7.0,168,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP ,Sudeste,7 dias,-140.0,118,-155.8553571428572,15.855357142857201,15.855357142857201,retracao
0.54,343,185.22,0.0,0.0,5.5,0.6,14.0,336,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP ,Sudeste,14 dias,-220.0,118,-215.77686507936514,-4.2231349206348625,4.2231349206348625,retracao
0.54,343,185.22,0.0,0.0,5.5,0.6,28.0,672,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP ,Sudeste,28 dias,-300.0,118,-316.44178571428574,16.441785714285743,16.441785714285743,retracao
0.54,343,185.22,0.0,0.0,5.5,0.6,56.0,1344,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP ,Sudeste,56 dias,-430.0,118,-468.5679761904761,38.56797619047609,38.56797619047609,retracao
0.47,380,178.6,12.5,25.0,6.0,0.6,0.5,12,CP II F 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,MT,Centro Oeste,12 h,0.0,119,0.0,0.0,0.0,estabilidade
0.47,380,178.6,12.5,25.0,6.0,0.6,1.0,24,CP II F 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,MT,Centro Oeste,1 dia,50.0,119,32.074999999999996,17.925000000000004,17.925000000000004,expansao
0.47,380,178.6,12.5,25.0,6.0,0.6,3.0,72,CP II F 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,MT,Centro Oeste,3 dias,80.0,119,78.77833333333334,1.221666666666664,1.221666666666664,expansao
0.47,380,178.6,12.5,25.0,6.0,0.6,7.0,168,CP II F 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,MT,Centro Oeste,7 dias,120.0,119,123.16833333333332,-3.1683333333333223,3.1683333333333223,expansao
0.47,380,178.6,12.5,25.0,6.0,0.6,14.0,336,CP II F 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,MT,Centro Oeste,14 dias,20.0,119,48.49666666666667,-28.49666666666667,28.49666666666667,expansao
0.47,380,178.6,12.5,25.0,6.0,0.6,28.0,672,CP II F 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,MT,Centro Oeste,28 dias,-110.0,119,-109.94666666666666,-0.05333333333334167,0.05333333333334167,retracao
0.47,380,178.6,12.5,25.0,6.0,0.6,56.0,1344,CP II F 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,MT,Centro Oeste,56 dias,-280.0,119,-223.81833333333333,-56.18166666666667,56.18166666666667,retracao
0.61,330,201.29999999999998,8.0,0.0,0.0,0.3,0.5,12,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,12 h,0.0,120,0.02,-0.02,0.02,expansao
0.61,330,201.29999999999998,8.0,0.0,0.0,0.3,1.0,24,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,1 dia,10.0,120,12.29357142857143,-2.293571428571431,2.293571428571431,expansao
0.61,330,201.29999999999998,8.0,0.0,0.0,0.3,3.0,72,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,3 dias,40.0,120,31.105714285714257,8.894285714285743,8.894285714285743,expansao
0.61,330,201.29999999999998,8.0,0.0,0.0,0.3,7.0,168,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,7 dias,90.0,120,30.003095238095263,59.99690476190474,59.99690476190474,expansao
0.61,330,201.29999999999998,8.0,0.0,0.0,0.3,14.0,336,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,14 dias,-70.0,120,-141.45976190476193,71.45976190476193,71.45976190476193,retracao
0.61,330,201.29999999999998,8.0,0.0,0.0,0.3,28.0,672,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,28 dias,-180.0,120,-228.36523809523806,48.365238095238055,48.365238095238055,retracao
0.61,330,201.29999999999998,8.0,0.0,0.0,0.3,56.0,1344,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,56 dias,-310.0,120,-399.4583333333334,89.45833333333343,89.45833333333343,retracao
0.55,347,190.85000000000002,0.0,0.0,5.5,0.6,0.5,12,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,12 h,0.0,121,0.0,0.0,0.0,estabilidade
0.55,347,190.85000000000002,0.0,0.0,5.5,0.6,1.0,24,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,1 dia,-50.0,121,-43.84325396825398,-6.156746031746017,6.156746031746017,retracao
0.55,347,190.85000000000002,0.0,0.0,5.5,0.6,3.0,72,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,3 dias,-100.0,121,-92.37968253968255,-7.620317460317452,7.620317460317452,retracao
0.55,347,190.85000000000002,0.0,0.0,5.5,0.6,7.0,168,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,7 dias,-140.0,121,-146.519880952381,6.519880952380987,6.519880952380987,retracao
0.55,347,190.85000000000002,0.0,0.0,5.5,0.6,14.0,336,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,14 dias,-220.0,121,-217.4071031746032,-2.5928968253967923,2.5928968253967923,retracao
0.55,347,190.85000000000002,0.0,0.0,5.5,0.6,28.0,672,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,28 dias,-300.0,121,-273.51976190476194,-26.480238095238064,26.480238095238064,retracao
0.55,347,190.85000000000002,0.0,0.0,5.5,0.6,56.0,1344,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Não informado,SP,Sudeste,56 dias,-430.0,121,-405.7950793650795,-24.204920634920484,24.204920634920484,retracao
0.53,370,196.10000000000002,0.0,0.0,0.0,0.6,0.5,12,CP III RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,RJ,Sudeste,12 h,0.0,122,0.0,0.0,0.0,estabilidade
0.53,370,196.10000000000002,0.0,0.0,0.0,0.6,1.0,24,CP III RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,RJ,Sudeste,1 dia,-40.0,122,-64.33666666666667,24.336666666666673,24.336666666666673,retracao
0.53,370,196.10000000000002,0.0,0.0,0.0,0.6,3.0,72,CP III RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,RJ,Sudeste,3 dias,-80.0,122,-129.75500000000005,49.75500000000005,49.75500000000005,retracao
0.53,370,196.10000000000002,0.0,0.0,0.0,0.6,7.0,168,CP III RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,RJ,Sudeste,7 dias,-120.0,122,-198.63833333333343,78.63833333333343,78.63833333333343,retracao
0.53,370,196.10000000000002,0.0,0.0,0.0,0.6,14.0,336,CP III RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,RJ,Sudeste,14 dias,-200.0,122,-263.43166666666673,63.43166666666673,63.43166666666673,retracao
0.53,370,196.10000000000002,0.0,0.0,0.0,0.6,28.0,672,CP III RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,RJ,Sudeste,28 dias,-290.0,122,-373.7069047619048,83.70690476190481,83.70690476190481,retracao
0.53,370,196.10000000000002,0.0,0.0,0.0,0.6,56.0,1344,CP III RS,7 dias úmida / 56 dias ar 50% umidade,Não informado,RJ,Sudeste,56 dias,-420.0,122,-510.2016666666662,90.2016666666662,90.2016666666662,retracao
0.55,336,184.8,12.5,25.0,0.0,0.6,0.5,12,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,12 h,0.0,123,0.13166666666666668,-0.13166666666666668,0.13166666666666668,expansao
0.55,336,184.8,12.5,25.0,0.0,0.6,1.0,24,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,1 dia,140.0,123,45.35166666666666,94.64833333333334,94.64833333333334,expansao
0.55,336,184.8,12.5,25.0,0.0,0.6,3.0,72,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,3 dias,150.0,123,66.79738095238096,83.20261904761904,83.20261904761904,expansao
0.55,336,184.8,12.5,25.0,0.0,0.6,7.0,168,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,7 dias,150.0,123,93.28571428571429,56.71428571428571,56.71428571428571,expansao
0.55,336,184.8,12.5,25.0,0.0,0.6,14.0,336,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,14 dias,60.0,123,-85.53857142857143,145.53857142857143,145.53857142857143,retracao
0.55,336,184.8,12.5,25.0,0.0,0.6,28.0,672,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,28 dias,-170.0,123,-217.35642857142855,47.35642857142855,47.35642857142855,retracao
0.55,336,184.8,12.5,25.0,0.0,0.6,56.0,1344,CP V ARI,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,56 dias,-280.0,123,-330.6100000000001,50.61000000000013,50.61000000000013,retracao
0.62,311,192.82,0.0,25.0,0.0,0.0,0.5,12,CP II F 40,7 dias úmida / 56 dias ar 50% umidade,Laboratório,BA,Nordeste,12 h,0.0,124,0.0,0.0,0.0,estabilidade
0.62,311,192.82,0.0,25.0,0.0,0.0,1.0,24,CP II F 40,7 dias úmida / 56 dias ar 50% umidade,Laboratório,BA,Nordeste,1 dia,-10.0,124,-8.376666666666667,-1.623333333333333,1.623333333333333,retracao
0.62,311,192.82,0.0,25.0,0.0,0.0,3.0,72,CP II F 40,7 dias úmida / 56 dias ar 50% umidade,Laboratório,BA,Nordeste,3 dias,-30.0,124,-48.27833333333332,18.27833333333332,18.27833333333332,retracao
0.62,311,192.82,0.0,25.0,0.0,0.0,7.0,168,CP II F 40,7 dias úmida / 56 dias ar 50% umidade,Laboratório,BA,Nordeste,7 dias,-50.0,124,-73.17333333333339,23.17333333333339,23.17333333333339,retracao
0.62,311,192.82,0.0,25.0,0.0,0.0,14.0,336,CP II F 40,7 dias úmida / 56 dias ar 50% umidade,Laboratório,BA,Nordeste,14 dias,-140.0,124,-145.60166666666674,5.601666666666745,5.601666666666745,retracao
0.62,311,192.82,0.0,25.0,0.0,0.0,28.0,672,CP II F 40,7 dias úmida / 56 dias ar 50% umidade,Laboratório,BA,Nordeste,28 dias,-270.0,124,-245.19833333333335,-24.801666666666648,24.801666666666648,retracao
0.62,311,192.82,0.0,25.0,0.0,0.0,56.0,1344,CP II F 40,7 dias úmida / 56 dias ar 50% umidade,Laboratório,BA,Nordeste,56 dias,-410.0,124,-368.9549999999999,-41.04500000000007,41.04500000000007,retracao
0.54,344,185.76000000000002,10.0,0.0,5.5,0.6,0.5,12,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,12 h,0.0,125,0.0,0.0,0.0,estabilidade
0.54,344,185.76000000000002,10.0,0.0,5.5,0.6,1.0,24,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,1 dia,60.0,125,22.29333333333333,37.70666666666667,37.70666666666667,expansao
0.54,344,185.76000000000002,10.0,0.0,5.5,0.6,3.0,72,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,3 dias,110.0,125,53.40500000000003,56.59499999999997,56.59499999999997,expansao
0.54,344,185.76000000000002,10.0,0.0,5.5,0.6,7.0,168,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,7 dias,140.0,125,71.88809523809522,68.11190476190478,68.11190476190478,expansao
0.54,344,185.76000000000002,10.0,0.0,5.5,0.6,14.0,336,CP II E 40,7 dias úmida / 56 dias ar 50% umidade,Laboratório,SP,Sudeste,14 dias,20.0,125,-70.29333333333331,90.29333333333331,90.29333333333331,retracao
