amostra_id,idade_label,real,previsto
53,56 dias,-330.0,-294.8014979607794
54,12 h,0.0,-319.30910056450136
54,1 dia,0.0,-313.937459301618
54,3 dias,10.0,-309.93290863857356
54,7 dias,20.0,-317.39143321176516
54,14 dias,-140.0,-435.49780804938257
54,28 dias,-290.0,-550.8602607387936
54,56 dias,-470.0,-684.6801477657166
55,12 h,0.0,90.6006744622934
55,1 dia,30.0,105.10886955780217
55,3 dias,60.0,120.98337655854272
55,7 dias,100.0,118.55972868952006
55,14 dias,-60.0,-5.303957239542768
55,28 dias,-180.0,-127.31859044464888
55,56 dias,-330.0,-265.1317018689897
56,12 h,0.0,-100.21381257440233
56,1 dia,-50.0,-85.92110162591713
56,3 dias,-100.0,-81.48407078161686
56,7 dias,-160.0,-84.40857024409564
56,14 dias,-250.0,-205.31781120990755
56,28 dias,-360.0,-322.53197659476933
56,56 dias,-470.0,-455.161746213414
57,12 h,0.0,64.86506714453753
57,1 dia,30.0,70.23670840742088
57,3 dias,70.0,74.24125907046539
57,7 dias,110.0,66.78273449727376
57,14 dias,-20.0,-51.3236403403437
57,28 dias,-190.0,-166.68609302975466
57,56 dias,-330.0,-300.50598005667763
58,12 h,0.0,-18.01825519216996
58,1 dia,30.0,-3.5100600966611637
58,3 dias,70.0,12.364446904079301
58,7 dias,120.0,9.94079903505667
58,14 dias,-90.0,-113.92288689400621
58,28 dias,-200.0,-235.9375200991123
58,56 dias,-320.0,-373.75063152345314
59,12 h,0.0,-79.5989606047336
59,1 dia,40.0,-65.3062496562484
59,3 dias,90.0,-60.86921881194816
59,7 dias,110.0,-63.793718274426936
59,14 dias,-80.0,-184.70295924023884
59,28 dias,-360.0,-301.9171246251006
59,56 dias,-460.0,-434.54689424374527
60,12 h,0.0,-88.94224566568735
60,1 dia,-60.0,-83.57060440280401
60,3 dias,-120.0,-79.56605373975955
60,7 dias,-170.0,-87.02457831295118
60,14 dias,-210.0,-205.1309531505686
60,28 dias,-340.0,-320.4934058399796
60,56 dias,-460.0,-454.31329286690254
61,12 h,0.0,-96.65793030164237
61,1 dia,-40.0,-82.14973520613357
61,3 dias,-80.0,-66.27522820539309
61,7 dias,-160.0,-68.69887607441575
61,14 dias,-230.0,-192.5625620034786
61,28 dias,-340.0,-314.5771952085847
61,56 dias,-460.0,-452.39030663292556
62,12 h,0.0,44.29839178431932
62,1 dia,50.0,58.591102732804515
62,3 dias,50.0,63.028133577104754
62,7 dias,10.0,60.10363411462599
62,14 dias,-130.0,-60.8056068511859
62,28 dias,-280.0,-178.01977223604766
62,56 dias,-320.0,-310.64954185469236
63,12 h,0.0,81.35929941149837
63,1 dia,30.0,86.73094067438174
63,3 dias,80.0,90.73549133742617
63,7 dias,140.0,83.27696676423457
63,14 dias,-30.0,-34.829408073382865
63,28 dias,-130.0,-150.19186076279385
63,56 dias,-320.0,-284.0117477897168
64,12 h,0.0,-78.68630412446385
64,1 dia,-90.0,-64.17810902895505
64,3 dias,-140.0,-48.303602028214584
64,7 dias,-180.0,-50.72724989723724
64,14 dias,-240.0,-174.5909358263001
64,28 dias,-330.0,-296.60556903140616
64,56 dias,-450.0,-434.418680455747
65,12 h,0.0,47.40985361545914
