amostra_id,idade_label,idade_dias,epsilon_t,epsilon_previsto,residuo,erro_absoluto,sinal_real,sinal_previsto
105,7 dias,7.0,110.0,61.273870958684284,48.726129041315716,48.726129041315716,expansao,expansao
105,14 dias,14.0,-30.0,-53.53709048361739,23.53709048361739,23.53709048361739,retracao,retracao
105,28 dias,28.0,-130.0,-175.24719888821852,45.24719888821852,45.24719888821852,retracao,retracao
105,56 dias,56.0,-290.0,-311.991144728393,21.99114472839301,21.99114472839301,retracao,retracao
106,12 h,0.5,0.0,-28.71138648398147,28.71138648398147,28.71138648398147,estabilidade,retracao
106,1 dia,1.0,-50.0,-33.34490952038513,-16.65509047961487,16.65509047961487,retracao,retracao
106,3 dias,3.0,-90.0,-51.879001665999624,-38.120998334000376,38.120998334000376,retracao,retracao
106,7 dias,7.0,-170.0,-27.223024476852913,-142.7769755231471,142.7769755231471,retracao,retracao
106,14 dias,14.0,-240.0,-153.8165084668795,-86.1834915331205,86.1834915331205,retracao,retracao
106,28 dias,28.0,-360.0,-283.55515348618115,-76.44484651381885,76.44484651381885,retracao,retracao
106,56 dias,56.0,-430.0,-444.46227839298336,14.462278392983364,14.462278392983364,retracao,retracao
107,12 h,0.5,0.0,26.227026866130757,-26.227026866130757,26.227026866130757,estabilidade,expansao
107,1 dia,1.0,20.0,22.660130780524298,-2.660130780524298,2.660130780524298,expansao,expansao
107,3 dias,3.0,50.0,8.392546438098634,41.607453561901366,41.607453561901366,expansao,expansao
107,7 dias,7.0,80.0,28.30752078507666,51.69247921492334,51.69247921492334,expansao,expansao
107,14 dias,14.0,-50.0,-70.07916744524242,20.07916744524242,20.07916744524242,retracao,retracao
107,28 dias,28.0,-150.0,-219.3710694610121,69.3710694610121,69.3710694610121,retracao,retracao
107,56 dias,56.0,-360.0,-369.6984386361811,9.698438636181095,9.698438636181095,retracao,retracao
108,12 h,0.5,0.0,91.17398688094582,-91.17398688094582,91.17398688094582,estabilidade,expansao
108,1 dia,1.0,60.0,86.95659857833655,-26.956598578336553,26.956598578336553,expansao,expansao
108,3 dias,3.0,110.0,97.23686000728438,12.763139992715622,12.763139992715622,expansao,expansao
108,7 dias,7.0,160.0,90.30384618702638,69.69615381297362,69.69615381297362,expansao,expansao
108,14 dias,14.0,10.0,-22.69549728950446,32.69549728950446,32.69549728950446,expansao,retracao
108,28 dias,28.0,-140.0,-140.78236976256397,0.7823697625639738,0.7823697625639738,retracao,retracao
108,56 dias,56.0,-290.0,-270.27984373965535,-19.720156260344652,19.720156260344652,retracao,retracao
109,12 h,0.5,0.0,-67.050602240162,67.050602240162,67.050602240162,estabilidade,retracao
109,1 dia,1.0,-70.0,-71.27293997269595,1.2729399726959514,1.2729399726959514,retracao,retracao
109,3 dias,3.0,-110.0,-88.16229090283193,-21.837709097168073,21.837709097168073,retracao,retracao
109,7 dias,7.0,-180.0,-60.216831282728066,-119.78316871727193,119.78316871727193,retracao,retracao
109,14 dias,14.0,-260.0,-181.05372101857967,-78.94627898142033,78.94627898142033,retracao,retracao
109,28 dias,28.0,-340.0,-299.27917752953135,-40.72082247046865,40.72082247046865,retracao,retracao
109,56 dias,56.0,-430.0,-437.1599254196335,7.15992541963351,7.15992541963351,retracao,retracao
110,12 h,0.5,0.0,24.411809831466,-24.411809831466,24.411809831466,estabilidade,expansao
110,1 dia,1.0,10.0,20.848454089368857,-10.848454089368857,10.848454089368857,expansao,expansao
110,3 dias,3.0,30.0,6.595031120980366,23.404968879019634,23.404968879019634,expansao,expansao
110,7 dias,7.0,60.0,26.538328216032653,33.46167178396735,33.46167178396735,expansao,expansao
110,14 dias,14.0,-50.0,-71.7987952051564,21.798795205156395,21.798795205156395,retracao,retracao
110,28 dias,28.0,-170.0,-220.99156760266604,50.99156760266604,50.99156760266604,retracao,retracao
110,56 dias,56.0,-390.0,-371.12067754131493,-18.879322458685067,18.879322458685067,retracao,retracao
111,12 h,0.5,0.0,73.19788517615726,-73.19788517615726,73.19788517615726,estabilidade,expansao
111,1 dia,1.0,50.0,68.98778708668996,-18.987787086689963,18.987787086689963,expansao,expansao
111,3 dias,3.0,90.0,79.29720936820556,10.702790631794443,10.702790631794443,expansao,expansao
111,7 dias,7.0,120.0,72.42251725308304,47.57748274691696,47.57748274691696,expansao,expansao
111,14 dias,14.0,-20.0,-40.47476323946074,20.474763239460742,20.474763239460742,retracao,retracao
111,28 dias,28.0,-120.0,-158.3575097445461,38.35750974454609,38.35750974454609,retracao,retracao
111,56 dias,56.0,-290.0,-287.44673178568905,-2.553268214310947,2.553268214310947,retracao,retracao
112,12 h,0.5,0.0,-69.25869462397588,69.25869462397588,69.25869462397588,estabilidade,retracao
112,1 dia,1.0,-50.0,-73.5960731201964,23.596073120196394,23.596073120196394,retracao,retracao
112,3 dias,3.0,-100.0,-90.9455871050784,-9.054412894921597,9.054412894921597,retracao,retracao
112,7 dias,7.0,-140.0,-63.92045359446672,-76.07954640553328,76.07954640553328,retracao,retracao
112,14 dias,14.0,-200.0,-186.3679140219296,-13.632085978070393,13.632085978070393,retracao,retracao
112,28 dias,28.0,-280.0,-307.8145119161038,27.81451191610381,27.81451191610381,retracao,retracao
112,56 dias,56.0,-430.0,-452.1375425726512,22.137542572651228,22.137542572651228,retracao,retracao
113,12 h,0.5,0.0,108.63104446341549,-108.63104446341549,108.63104446341549,estabilidade,expansao
113,1 dia,1.0,60.0,105.35976706083449,-45.359767060834486,45.359767060834486,expansao,expansao
113,3 dias,3.0,110.0,92.27465745051063,17.72534254948937,17.72534254948937,expansao,expansao
113,7 dias,7.0,160.0,114.55458126169219,45.44541873830781,45.44541873830781,expansao,expansao
113,14 dias,14.0,0.0,20.306554593729345,-20.306554593729345,20.306554593729345,estabilidade,expansao
113,28 dias,28.0,-180.0,-120.70802429732791,-59.29197570267209,59.29197570267209,retracao,retracao
113,56 dias,56.0,-290.0,-254.48074722307206,-35.51925277692794,35.51925277692794,retracao,retracao
114,12 h,0.5,0.0,-85.53321254632347,85.53321254632347,85.53321254632347,estabilidade,retracao
114,1 dia,1.0,-40.0,-89.59978456455893,49.59978456455893,49.59978456455893,retracao,retracao
114,3 dias,3.0,-80.0,-78.71625799811599,-1.2837420018840078,1.2837420018840078,retracao,retracao
114,7 dias,7.0,-150.0,-84.44274154338376,-65.55725845661624,65.55725845661624,retracao,retracao
114,14 dias,14.0,-230.0,-195.33065703868175,-34.66934296131825,34.66934296131825,retracao,retracao
114,28 dias,28.0,-310.0,-309.19467354927554,-0.8053264507244648,0.8053264507244648,retracao,retracao
114,56 dias,56.0,-430.0,-430.24643560143556,0.24643560143556442,0.24643560143556442,retracao,retracao
115,12 h,0.5,0.0,111.67164971845511,-111.67164971845511,111.67164971845511,estabilidade,expansao
115,1 dia,1.0,60.0,107.45227343132302,-47.45227343132302,47.45227343132302,expansao,expansao
115,3 dias,3.0,120.0,90.57476828279437,29.425231717205634,29.425231717205634,expansao,expansao
115,7 dias,7.0,150.0,118.54391946611287,31.456080533887132,31.456080533887132,expansao,expansao
115,14 dias,14.0,-10.0,-2.2515100341130676,-7.748489965886932,7.748489965886932,retracao,retracao
115,28 dias,28.0,-130.0,-120.39404607381343,-9.605953926186572,9.605953926186572,retracao,retracao
115,56 dias,56.0,-290.0,-258.1089530214131,-31.891046978586928,31.891046978586928,retracao,retracao
116,12 h,0.5,0.0,-83.26117031850497,83.26117031850497,83.26117031850497,estabilidade,retracao
116,1 dia,1.0,-40.0,-86.53244772108594,46.532447721085944,46.532447721085944,retracao,retracao
116,3 dias,3.0,-90.0,-99.61755733140981,9.617557331409813,9.617557331409813,retracao,retracao
116,7 dias,7.0,-130.0,-77.33763352022827,-52.662366479771734,52.662366479771734,retracao,retracao
